"name","id","desc"
"fruK","b2168","fructose-1-phosphate kinase (EC:2.7.1.56); K00882 1-phosphofructokinase [EC:2.7.1.56]"
"fruR","NA","NA"
"frvA","b3900","predicted enzyme IIA component of PTS (EC:2.7.1.69); K11201 PTS system, fructose-specific IIA-like component [EC:2.7.1.69]"
"frvB","b3899","fused predicted PTS enzymes: IIB component/IIC component (EC:2.7.1.69); K11202 PTS system, fructose-specific IIB-like component [EC:2.7.1.69] K11203 PTS system, fructose-specific IIC-like component"
"frvR","b3897","putative frv operon regulator; contains a PTS EIIA domain"
"frvX","b3898","predicted peptidase"
"frwB","b3950","predicted enzyme IIB component of PTS (EC:2.7.1.69); K11202 PTS system, fructose-specific IIB-like component [EC:2.7.1.69]"
"frwC","b3949","predicted enzyme IIC component of PTS; K11203 PTS system, fructose-specific IIC-like component"
"frwD","b3953","predicted enzyme IIB component of PTS (EC:2.7.1.69); K11202 PTS system, fructose-specific IIB-like component [EC:2.7.1.69]"
"fryA","b2383","fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component; K08483 phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9] K11189 phosphocarrier protein K11201 PTS system, fructose-specific IIA-like component [EC:2.7.1.69]"
"fryB","b2387","predicted enzyme IIB component of PTS; K11202 PTS system, fructose-specific IIB-like component [EC:2.7.1.69]"
"fryC","b2386","predicted enzyme IIC component of PTS; K11203 PTS system, fructose-specific IIC-like component"
"fsaA","b0825","fructose-6-phosphate aldolase 1 (EC:4.1.2.-); K08313 fructose-6-phosphate aldolase 1 [EC:4.1.2.-]"
"fsaB","b3946","fructose-6-phosphate aldolase 2 (EC:4.1.2.-); K08314 fructose-6-phosphate aldolase 2 [EC:4.1.2.-]"
"fsr","b0479","predicted fosmidomycin efflux system; K08223 MFS transporter, FSR family, fosmidomycin resistance protein"
"ftnA","b1905","ferritin iron storage protein (cytoplasmic); K02217 ferritin [EC:1.16.3.1]"
"ftnB","b1902","ferritin B, probable ferrous iron reservoir; K02255 ferritin-like protein 2"
"ftsA","b0094","ATP-binding cell division protein involved in recruitment of FtsK to Z ring; K03590 cell division protein FtsA"
"ftsB","b2748","cell division protein; K05589 cell division protein FtsB"
"ftsE","b3463","predicted transporter subunit: ATP-binding component of ABC superfamily; K09812 cell division transport system ATP-binding protein"
"ftsH","NA","NA"
"ftsI","b0084","transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3); K03587 cell division protein FtsI (penicillin-binding protein 3)"
"ftsK","b0890","DNA translocase at septal ring sorting daughter chromsomes; K03466 DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"
"ftsL","b0083","membrane bound cell division protein at septum containing leucine zipper motif; K03586 cell division protein FtsL"
"ftsN","b3933","essential cell division protein; K03591 cell division protein FtsN"
"ftsP","b3017","septal ring component that protects the divisome from stress; multicopy suppressor of ftsI(Ts); K04753 suppressor of ftsI"
"ftsQ","b0093","divisome assembly protein, membrane anchored protein involved in growth of wall at septum; K03589 cell division protein FtsQ"
"ftsW","b0089","lipid II flippase; integral membrane protein involved in stabilizing FstZ ring during cell division; K03588 cell division protein FtsW"
"ftsX","b3462","predicted transporter subunit: membrane component of ABC superfamily; K09811 cell division transport system permease protein"
"ftsY","b3464","Signal Recognition Particle (SRP) receptor; K03110 fused signal recognition particle receptor"
"ftsZ","b0095","GTP-binding tubulin-like cell division protein; K03531 cell division protein FtsZ"
"fucA","b2800","L-fuculose-1-phosphate aldolase (EC:4.1.2.17); K01628 L-fuculose-phosphate aldolase [EC:4.1.2.17]"
"fucI","b2802","L-fucose isomerase (EC:5.3.1.25); K01818 L-fucose isomerase [EC:5.3.1.25]"
"fucK","b2803","L-fuculokinase (EC:2.7.1.51); K00879 L-fuculokinase [EC:2.7.1.51]"
"fucO","b2799","L-1,2-propanediol oxidoreductase (EC:1.1.1.77); K00048 lactaldehyde reductase [EC:1.1.1.77]"
"fucP","b2801","L-fucose transporter; K02429 MFS transporter, FHS family, L-fucose permease"
"fucR","b2805","DNA-binding transcriptional activator; K02430 DeoR family transcriptional regulator, L-fucose operon activator"
"fucU","b2804","L-fucose mutarotase; K02431 L-fucose mutarotase [EC:5.1.3.-]"
"fumA","b1612","fumarate hydratase (fumarase A), aerobic Class I (EC:4.2.1.2); K01676 fumarate hydratase, class I [EC:4.2.1.2]"
"fumB","b4122","anaerobic class I fumarate hydratase (fumarase B) (EC:4.2.1.2); K01676 fumarate hydratase, class I [EC:4.2.1.2]"
"fumC","b1611","fumarate hydratase (fumarase C),aerobic Class II (EC:4.2.1.2); K01679 fumarate hydratase, class II [EC:4.2.1.2]"
"fur","NA","NA"
"fusA","b3340","protein chain elongation factor EF-G, GTP-binding; K02355 elongation factor G"
"fxsA","b4140","suppressor of F exclusion of phage T7; K07113 UPF0716 protein FxsA"
"gabD","b2661","succinate-semialdehyde dehydrogenase I, NADP-dependent (EC:1.2.1.16); K00135 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"
"gabP","b2663","gamma-aminobutyrate transporter; K11735 GABA permease"
"gabT","b2662","4-aminobutyrate aminotransferase, PLP-dependent (EC:2.6.1.19); K07250 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]"
"gadA","NA","NA"
"gadB","b1493","glutamate decarboxylase B, PLP-dependent (EC:4.1.1.15); K01580 glutamate decarboxylase [EC:4.1.1.15]"
"gadC","b1492","glutamate:gamma-aminobutyric acid antiporter"
"gadE","b3512","DNA-binding transcriptional activator"
"gadW","b3515","transcriptional activator of gadA and gadBC; repressor of gadX"
"gadX","NA","NA"
"gadY","b4452","sRNA antisense regulator of gadAB transcriptional activator GadX mRNA, Hfq-dependent"
"galE","b0759","UDP-galactose-4-epimerase (EC:5.1.3.2); K01784 UDP-glucose 4-epimerase [EC:5.1.3.2]"
"galF","NA","NA"
"galK","b0757","galactokinase (EC:2.7.1.6); K00849 galactokinase [EC:2.7.1.6]"
"galM","b0756","galactose-1-epimerase (mutarotase) (EC:5.1.3.3); K01785 aldose 1-epimerase [EC:5.1.3.3]"
"galP","b2943","D-galactose transporter; K08137 MFS transporter, SP family, galactose:H+ symporter"
"galR","b2837","DNA-binding transcriptional repressor; K02529 LacI family transcriptional regulator"
"galS","b2151","DNA-binding transcriptional repressor; K02529 LacI family transcriptional regulator"
"galT","b0758","galactose-1-phosphate uridylyltransferase (EC:2.7.7.10); K00965 UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"galU","b1236","glucose-1-phosphate uridylyltransferase (EC:2.7.7.9); K00963 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"gapA","b1779","glyceraldehyde-3-phosphate dehydrogenase A (EC:1.2.1.12); K00134 glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"
"gapC","b4493","pseudogene"
"garD","b3128","(D)-galactarate dehydrogenase (EC:4.2.1.42); K01708 galactarate dehydratase [EC:4.2.1.42]"
"garK","b3124","glycerate kinase I (EC:2.7.1.165); K00865 glycerate kinase [EC:2.7.1.31]"
"garL","b3126","alpha-dehydro-beta-deoxy-D-glucarate aldolase (EC:4.1.2.20); K01630 2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]"
"garP","b3127","predicted (D)-galactarate transporter; K12299 MFS transporter, ACS family, probable galactarate transporter"
"garR","b3125","tartronate semialdehyde reductase (EC:1.1.1.60); K00042 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"
"gatA","b2094","galactitol-specific enzyme IIA component of PTS (EC:2.7.1.69); K02773 PTS system, galactitol-specific IIA component [EC:2.7.1.69]"
"gatB","b2093","galactitol-specific enzyme IIB component of PTS (EC:2.7.1.69); K02774 PTS system, galactitol-specific IIB component [EC:2.7.1.69]"
"gatC","b2092","pseudogene"
"gatD","b2091","galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding (EC:1.1.1.251); K00094 galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]"
"gatR","b4498","pseudogene"
"gatY","b2096","D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit (EC:4.1.2.40); K08302 tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]"
"gatZ","b2095","D-tagatose 1,6-bisphosphate aldolase 2, subunit (EC:4.1.2.40); K16371 D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ"
"gcd","b0124","glucose dehydrogenase (EC:1.1.5.2); K00117 quinoprotein glucose dehydrogenase [EC:1.1.5.2]"
"gcl","NA","NA"
"gcp","NA","NA"
"gcvA","b2808","DNA-binding transcriptional dual regulator; K03566 LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
"gcvB","b4443","sRNA antisense regulator represses oppA, dppA, gltI and livJ expression, Hfq-dependent"
"gcvH","b2904","glycine cleavage complex lipoylprotein; K02437 glycine cleavage system H protein"
"gcvP","b2903","glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex (EC:1.4.4.2); K00281 glycine dehydrogenase [EC:1.4.4.2]"
"gcvR","b2479","DNA-binding transcriptional repressor, regulatory protein accessory to GcvA; K03567 glycine cleavage system transcriptional repressor"
"gcvT","b2905","aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex (EC:2.1.2.10); K00605 aminomethyltransferase [EC:2.1.2.10]"
"gdhA","b1761","glutamate dehydrogenase, NADP-specific (EC:1.4.1.4); K00262 glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"gfcA","b0987","predicted protein"
"gfcB","b0986","predicted outer membrane lipoprotein"
"gfcC","b0985","conserved protein"
"gfcD","b0984","conserved protein"
"gfcE","b0983","lipoprotein required for formation of the O-antigen capsule, predicted exopolysaccharide export protein; K01991 polysaccharide export outer membrane protein"
"ggt","b3447","gamma-glutamyltranspeptidase (EC:2.3.2.2); K00681 gamma-glutamyltranspeptidase [EC:2.3.2.2]"
"ghrA","b1033","glyoxylate/hydroxypyruvate reductase A (EC:1.1.1.79); K12972 gyoxylate/hydroxypyruvate reductase A [EC:1.1.1.79 1.1.1.81]"
"ghrB","b3553","glyoxylate/hydroxypyruvate reductase B (EC:1.1.1.215 1.1.1.79); K00090 gluconate 2-dehydrogenase [EC:1.1.1.215]"
"glcA","b2975","glycolate transporter; K02550 glycolate permease"
"glcB","b2976","malate synthase G (EC:2.3.3.9); K01638 malate synthase [EC:2.3.3.9]"
"glcC","b2980","DNA-binding transcriptional dual regulator, glycolate-binding; K11474 GntR family transcriptional regulator, glc operon transcriptional activator"
"glcD","b2979","glycolate oxidase subunit, FAD-linked; K00104 glycolate oxidase [EC:1.1.3.15]"
"glcE","b4468","glycolate oxidase FAD binding subunit; K11472 glycolate oxidase FAD binding subunit"
"glcF","b4467","glycolate oxidase 4Fe-4S iron-sulfur cluster subunit; K11473 glycolate oxidase iron-sulfur subunit"
"glcG","b2977","conserved protein; K11477 glc operon protein GlcG"
"gldA","b3945","glycerol dehydrogenase, NAD (EC:1.1.1.6); K00005 glycerol dehydrogenase [EC:1.1.1.6]"
"glf","b2036","UDP-galactopyranose mutase, FAD/NAD(P)-binding (EC:5.4.99.9); K01854 UDP-galactopyranose mutase [EC:5.4.99.9]"
"glgA","b3429","glycogen synthase (EC:2.4.1.21); K00703 starch synthase [EC:2.4.1.21]"
"glgB","b3432","1,4-alpha-glucan branching enzyme (EC:2.4.1.18); K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"
"glgC","b3430","glucose-1-phosphate adenylyltransferase (EC:2.7.7.27); K00975 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]"
"glgP","b3428","glycogen phosphorylase (EC:2.4.1.1); K00688 starch phosphorylase [EC:2.4.1.1]"
"glgS","b3049","motility and biofilm regulator"
"glgX","b3431","glycogen debranching enzyme (EC:3.2.1.-); K02438 glycogen operon protein [EC:3.2.1.-]"
"glk","b2388","glucokinase (EC:2.7.1.2); K00845 glucokinase [EC:2.7.1.2]"
"glmM","b3176","phosphoglucosamine mutase (EC:5.4.2.10); K03431 phosphoglucosamine mutase [EC:5.4.2.10]"
"glmS","NA","NA"
"glmU","b3730","fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase (EC:2.7.7.23); K04042 bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]"
"glmY","NA","NA"
"glmZ","NA","NA"
"glnA","b3870","glutamine synthetase (EC:6.3.1.2); K01915 glutamine synthetase [EC:6.3.1.2]"
"glnB","b2553","regulatory protein P-II for glutamine synthetase; K04751 nitrogen regulatory protein P-II 1"
"glnD","b0167","uridylyltransferase (EC:2.7.7.59); K00990 [protein-PII] uridylyltransferase [EC:2.7.7.59]"
"glnE","b3053","fused deadenylyltransferase/adenylyltransferase for glutamine synthetase (EC:2.7.7.42); K00982 glutamate-ammonia-ligase adenylyltransferase [EC:2.7.7.42]"
"glnG","b3868","fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein; K07712 two-component system, NtrC family, nitrogen regulation response regulator GlnG"
"glnH","b0811","glutamine transporter subunit; K10036 glutamine transport system substrate-binding protein"
"glnK","b0450","nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB; K04752 nitrogen regulatory protein P-II 2"
"glnL","b3869","sensory histidine kinase in two-component regulatory system with GlnG; K07708 two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"
"glnP","b0810","glutamine transporter subunit; K10037 glutamine transport system permease protein"
"glnQ","b0809","glutamine transporter subunit; K10038 glutamine transport system ATP-binding protein [EC:3.6.3.-]"
"glnS","b0680","glutamyl-tRNA synthetase (EC:6.1.1.18); K01886 glutaminyl-tRNA synthetase [EC:6.1.1.18]"
"glnU","b0670","tRNA-Gln; K14223 tRNA Gln"
"glnV","b0665","tRNA-Gln; K14223 tRNA Gln"
"glnW","b0668","tRNA-Gln; K14223 tRNA Gln"
"glnX","b0664","tRNA-Gln; K14223 tRNA Gln"
"gloA","NA","NA"
"gloB","b0212","hydroxyacylglutathione hydrolase; K01069 hydroxyacylglutathione hydrolase [EC:3.1.2.6]"
"glpA","b2241","sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit, FAD/NAD(P)-binding (EC:1.1.5.3); K00111 glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"glpB","b2242","sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit (EC:1.1.5.3); K00112 glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]"
"glpC","b2243","anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster; K00113 glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]"
"glpD","b3426","sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding (EC:1.1.5.3); K00111 glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"glpE","b3425","thiosulfate:cyanide sulfurtransferase (rhodanese) (EC:2.8.1.1); K02439 thiosulfate sulfurtransferase [EC:2.8.1.1]"
"glpF","b3927","glycerol facilitator; K02440 glycerol uptake facilitator protein"
"glpG","b3424","rhomboid intramembrane serine protease; K02441 GlpG protein"
"glpK","b3926","glycerol kinase (EC:2.7.1.30); K00864 glycerol kinase [EC:2.7.1.30]"
"glpQ","b2239","periplasmic glycerophosphodiester phosphodiesterase (EC:3.1.4.46); K01126 glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]"
"glpR","b3423","pseudogene"
"glpT","b2240","sn-glycerol-3-phosphate transporter; K02445 MFS transporter, OPA family, glycerol-3-phosphate transporter"
"glpX","b3925","fructose 1,6-bisphosphatase II (EC:3.1.3.11); K02446 fructose-1,6-bisphosphatase II [EC:3.1.3.11]"
"glrK","b2556","sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR; K07711 two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]"
"glrR","b2554","response regulator regulating glmY sRNA in two-component system with sensor protein GlrK; K07715 two-component system, NtrC family, response regulator GlrR"
"gltA","b0720","citrate synthase (EC:2.3.3.1); K01647 citrate synthase [EC:2.3.3.1]"
"gltB","b3212","glutamate synthase, large subunit (EC:1.4.1.13); K00265 glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]"
"gltD","b3213","glutamate synthase, 4Fe-4S protein, small subunit (EC:1.4.1.13); K00266 glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]"
"gltF","b3214","periplasmic protein"
"gltI","b0655","glutamate, aspartate binding protein, periplasmic; part of GltJKLI ABC transporter; K10001 glutamate/aspartate transport system substrate-binding protein"
"gltJ","b0654","glutamate, aspartate ABC transporter permease subunit; K10003 glutamate/aspartate transport system permease protein"
"gltK","b0653","glutamate, aspartate ABC transporter permease subunit; K10002 glutamate/aspartate transport system permease protein"
"gltL","b0652","glutamate, aspartate ABC transporter ATP-binding subunit; K10004 glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]"
"gltP","b4077","glutamate/aspartate:proton symporter; K11102 proton glutamate symport protein"
"gltS","b3653","glutamate transporter; K03312 glutamate:Na+ symporter, ESS family"
"gltT","b3969","tRNA-Glu; K14224 tRNA Glu"
"gltU","b3757","tRNA-Glu; K14224 tRNA Glu"
"gltV","b4008","tRNA-Glu; K14224 tRNA Glu"
"gltW","b2590","tRNA-Glu; K14224 tRNA Glu"
"gltX","b2400","glutamyl-tRNA synthetase (EC:6.1.1.17); K01885 glutamyl-tRNA synthetase [EC:6.1.1.17]"
"glvC","b3683","pseudogene"
"glvG","b4556","pseudogene"
"glxK","b0514","glycerate kinase II (EC:2.7.1.31); K00865 glycerate kinase [EC:2.7.1.31]"
"glxR","b0509","tartronate semialdehyde reductase, NADH-dependent (EC:1.1.1.60); K00042 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"
"glyA","b2551","serine hydroxymethyltransferase (EC:2.1.2.1); K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]"
"glyQ","b3560","glycine tRNA synthetase, alpha subunit (EC:6.1.1.14); K01878 glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]"
"glyS","b3559","glycine tRNA synthetase, beta subunit (EC:6.1.1.14); K01879 glycyl-tRNA synthetase beta chain [EC:6.1.1.14]"
"glyT","b3978","tRNA-Gly; K14225 tRNA Gly"
"glyU","b2864","tRNA-Gly; K14225 tRNA Gly"
"glyV","b4163","tRNA-Gly; K14225 tRNA Gly"
"glyW","b1911","tRNA-Gly; K14225 tRNA Gly"
"glyX","b4164","tRNA-Gly; K14225 tRNA Gly"
"glyY","b4165","tRNA-Gly; K14225 tRNA Gly"
"gmd","b2053","GDP-D-mannose dehydratase, NAD(P)-binding (EC:4.2.1.47); K01711 GDPmannose 4,6-dehydratase [EC:4.2.1.47]"
"gmhB","b0200","D,D-heptose 1,7-bisphosphate phosphatase; K03273 D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"
"gmk","b3648","guanylate kinase (EC:2.7.4.8); K00942 guanylate kinase [EC:2.7.4.8]"
"gmm","NA","NA"
"gmr","b1285","cyclic-di-GMP phosphodiesterase; csgD regulator; modulator of Rnase II stability; K14051 cyclic di-GMP phosphodiesterase Gmr [EC:3.1.4.52]"
"gnd","b2029","6-phosphogluconate dehydrogenase, decarboxylating (EC:1.1.1.44); K00033 6-phosphogluconate dehydrogenase [EC:1.1.1.44]"
"gnsA","b4517","multicopy suppressor of secG(Cs) and fabA6(Ts); predicted regulator of phosphatidylethanolamine synthesis"
"gnsB","b1550","Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)"
"gntK","b3437","gluconate kinase 2 (EC:2.7.1.12); K00851 gluconokinase [EC:2.7.1.12]"
"gntP","b4321","fructuronate transporter; K16321 high-affinity gluconate transporter"
"gntR","b3438","DNA-binding transcriptional repressor; K06145 LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor"
"gntT","b3415","gluconate transporter, high-affinity GNT I system; K06155 Gnt-I system high-affinity gluconate transporter"
"gntU","b4476","gluconate transporter, low affinity GNT 1 system; K06156 Gnt-I system low-affinity gluconate transporter"
"gntX","b3413","protein required for the utilization of DNA as a carbon source"
"gor","b3500","glutathione oxidoreductase (EC:1.8.1.7); K00383 glutathione reductase (NADPH) [EC:1.8.1.7]"
"gph","b3385","phosphoglycolate phosphatase (EC:3.1.3.18); K01091 phosphoglycolate phosphatase [EC:3.1.3.18]"
"gpmA","b0755","phosphoglyceromutase 1 (EC:5.4.2.1); K01834 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
"gpmM","b3612","phosphoglycero mutase III, cofactor-independent (EC:5.4.2.1); K15633 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
"gpp","b3779","guanosine pentaphosphatase/exopolyphosphatase (EC:3.6.1.11 3.6.1.40); K01524 exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"
"gpr","b3001","L-glyceraldehyde 3-phosphate reductase"
"gpsA","b3608","glycerol-3-phosphate dehydrogenase (NAD+) (EC:1.1.1.94); K00057 glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]"
"gpt","b0238","guanine-hypoxanthine phosphoribosyltransferase (EC:2.4.2.22); K00769 xanthine phosphoribosyltransferase [EC:2.4.2.22]"
"greA","b3181","transcript cleavage factor; K03624 transcription elongation factor GreA"
"greB","b3406","transcript cleavage factor; K04760 transcription elongation factor GreB"
"groL","b4143","Cpn60 chaperonin GroEL, large subunit of GroESL; K04077 chaperonin GroEL"
"groS","b4142","Cpn10 chaperonin GroES, small subunit of GroESL; K04078 chaperonin GroES"
"grpE","b2614","heat shock protein; K03687 molecular chaperone GrpE"
"grxA","b0849","glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a); K03674 glutaredoxin 1"
"grxB","b1064","glutaredoxin 2 (Grx2); K03675 glutaredoxin 2"
"grxC","b3610","glutaredoxin 3; K03676 glutaredoxin 3"
"grxD","b1654","glutaredoxin-4; K07390 monothiol glutaredoxin"
"gshA","b2688","glutamate-cysteine ligase (EC:6.3.2.2); K01919 glutamate--cysteine ligase [EC:6.3.2.2]"
"gshB","b2947","glutathione synthetase (EC:6.3.2.3); K01920 glutathione synthase [EC:6.3.2.3]"
"gsiA","b0829","glutathione transporter ATP-binding protein, ABC superfamily; K13892 glutathione transport system ATP-binding protein"
"gsiB","b0830","glutathione periplasmic binding protein, ABC superfamily transporter; K13889 glutathione transport system substrate-binding protein"
"gsiC","b0831","glutathione transporter, permease component, ABC superfamily; K13890 glutathione transport system permease protein"
"gsiD","b0832","glutathione transporter, permease component, ABC superfamily; K13891 glutathione transport system permease protein"
"gsk","b0477","inosine/guanosine kinase (EC:2.7.1.73); K00892 inosine kinase [EC:2.7.1.73]"
"gspA","b3323","general secretory pathway component, cryptic; K02450 general secretion pathway protein A"
"gspB","b3322","part of gsp divergon involved in type II protein secretion; K02451 general secretion pathway protein B"
"gspC","b3324","general secretory pathway component, cryptic; K02452 general secretion pathway protein C"
"gspD","b3325","general secretory pathway component, cryptic; K02453 general secretion pathway protein D"
"gspE","b3326","general secretory pathway component, cryptic; K02454 general secretion pathway protein E"
"gspF","b3327","general secretory pathway component, cryptic; K02455 general secretion pathway protein F"
"gspG","b3328","pseudopilin, cryptic, general secretion pathway; K02456 general secretion pathway protein G"
"gspH","b3329","predicted general secretory pathway component, cryptic; K02457 general secretion pathway protein H"
"gspI","b3330","general secretory pathway component, cryptic; K02458 general secretion pathway protein I"
"gspJ","b3331","predicted general secretory pathway component, cryptic; K02459 general secretion pathway protein J"
"gspK","b3332","general secretory pathway component, cryptic; K02460 general secretion pathway protein K"
"gspL","b3333","general secretory pathway component, cryptic; K02461 general secretion pathway protein L"
"gspM","b3334","general secretory pathway component, cryptic; K02462 general secretion pathway protein M"
"gspO","b3335","bifunctional prepilin leader peptidase/methylase (EC:2.1.1.- 3.4.23.43); K02464 general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]"
"gss","b2988","fused glutathionylspermidine amidase/glutathionylspermidine synthetase (EC:3.5.1.78 6.3.1.8); K01460 glutathionylspermidine amidase/synthetase [EC:3.5.1.78 6.3.1.8]"
"gst","NA","NA"
"gtrA","b2350","CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase (flippase)"
"gtrB","b2351","CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase"
"gtrS","b2352","serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage"
"guaA","b2507","GMP synthetase (glutamine aminotransferase) (EC:6.3.4.1 6.3.5.2); K01951 GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"
"guaB","b2508","IMP dehydrogenase (EC:1.1.1.205); K00088 IMP dehydrogenase [EC:1.1.1.205]"
"guaC","b0104","GMP reductase (EC:1.7.1.7); K00364 GMP reductase [EC:1.7.1.7]"
"guaD","b2883","guanine deaminase (EC:3.5.4.3); K01487 guanine deaminase [EC:3.5.4.3]"
"gudD","b2787","(D)-glucarate dehydratase 1 (EC:4.2.1.40); K01706 glucarate dehydratase [EC:4.2.1.40]"
"gudP","b2789","predicted D-glucarate transporter; K03535 MFS transporter, ACS family, glucarate transporter"
"gudX","b2788","glucarate dehydratase-related protein, substrate unknown; K13918 glucarate dehydratase-related protein"
"gutM","b2706","DNA-binding transcriptional activator of glucitol operon; K02466 glucitol operon activator protein"
"gutQ","b2708","D-arabinose 5-phosphate isomerase; K02467 GutQ protein"
"gyrA","b2231","DNA gyrase (type II topoisomerase), subunit A (EC:5.99.1.3); K02469 DNA gyrase subunit A [EC:5.99.1.3]"
"gyrB","b3699","DNA gyrase, subunit B (EC:5.99.1.3); K02470 DNA gyrase subunit B [EC:5.99.1.3]"
"hcaB","b2541","2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase (EC:1.3.1.-); K05711 2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]"
"hcaC","b2540","3-phenylpropionate dioxygenase, predicted ferredoxin subunit; K05710 dioxygenase ferredoxin subunit"
"hcaD","b2542","phenylpropionate dioxygenase, ferredoxin reductase subunit (EC:1.18.1.3); K00529 ferredoxin--NAD+ reductase [EC:1.18.1.3]"
"hcaE","b2538","3-phenylpropionate dioxygenase, large (alpha) subunit (EC:1.14.12.19); K05708 3-phenylpropionate/cinnamic acid dioxygenase subunit alpha [EC:1.14.12.19]"
"hcaF","b2539","3-phenylpropionate dioxygenase, small (beta) subunit (EC:1.14.12.19); K05709 3-phenylpropionate/cinnamic acid dioxygenase subunit beta [EC:1.14.12.19]"
"hcaR","b2537","DNA-binding transcriptional activator of 3-phenylpropionic acid catabolism; K05817 LysR family transcriptional regulator, hca operon transcriptional activator"
"hcaT","b2536","predicted 3-phenylpropionic transporter; K05820 MFS transporter, PPP family, 3-phenylpropionic acid transporter"
"hchA","b1967","glyoxalase III and Hsp31 molecular chaperone; K05523 molecular chaperone Hsp31 and glyoxalase 3 [EC:4.2.1.130]"
"hcp","b0873","hybrid-cluster [4Fe-2S-2O] protein in anaerobic terminal reductases; K05601 hydroxylamine reductase [EC:1.7.99.1]"
"hcr","b0872","HCP oxidoreductase, NADH-dependent (EC:1.-.-.-); K11933 NADH oxidoreductase Hcr [EC:1.-.-.-]"
"hda","b2496","ATPase regulatory factor involved in DnaA inactivation; K10763 DnaA-homolog protein"
"hdeA","b3510","stress response protein acid-resistance protein"
