eco_id gene gene_description
eco:b0048 folA dihydrofolate_reductase_(EC:1.5.1.3);_K00287_dihydrofolate_reductase_[EC:1.5.1.3]
eco:b3058 folB bifunctional_dihydroneopterin_aldolase/dihydroneopterin_triphosphate_2'-epimerase_(EC:4.1.2.25);_K01633_dihydroneopterin_aldolase_[EC:4.1.2.25]
eco:b2315 folC bifunctional_folylpolyglutamate_synthase/dihydrofolate_synthase_(EC:6.3.2.12_6.3.2.17);_K11754_dihydrofolate_synthase_/_folylpolyglutamate_synthase_[EC:6.3.2.12_6.3.2.17]
eco:b2153 folE GTP_cyclohydrolase_I_(EC:3.5.4.16);_K01495_GTP_cyclohydrolase_I_[EC:3.5.4.16]
eco:b0142 folK 2-amino-4-hydroxy-6-hydroxymethyldihyropteridine_pyrophosphokinase_(EC:2.7.6.3);_K00950_2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_diphosphokinase_[EC:2.7.6.3]
eco:b1606 folM dihydromonapterin_reductase,_NADPH-dependent;_dihydrofolate_reductase_isozyme_(EC:1.5.1.3);_K13938_dihydromonapterin_reductase_/_dihydrofolate_reductase_[EC:1.5.1.-_1.5.1.3]
eco:b3177 folP 7,8-dihydropteroate_synthase_(EC:2.5.1.15);_K00796_dihydropteroate_synthase_[EC:2.5.1.15]
eco:b2303 folX D-erythro-7,8-dihydroneopterin_triphosphate_2'-epimerase_and_dihydroneopterin_aldolase_(EC:5.-.-.-);_K07589_D-erythro-7,8-dihydroneopterin_triphosphate_epimerase_[EC:5.-.-.-]
eco:b2374 frc formyl-CoA_transferase,_NAD(P)-binding;_K07749_formyl-CoA_transferase_[EC:2.8.3.16]
eco:b4154 frdA fumarate_reductase_(anaerobic)_catalytic_and_NAD/flavoprotein_subunit_(EC:1.3.99.1);_K00244_fumarate_reductase_flavoprotein_subunit_[EC:1.3.99.1]
eco:b4153 frdB fumarate_reductase_(anaerobic),_Fe-S_subunit_(EC:1.3.99.1);_K00245_fumarate_reductase_iron-sulfur_subunit_[EC:1.3.99.1]
eco:b4152 frdC fumarate_reductase_(anaerobic),_membrane_anchor_subunit;_K00246_fumarate_reductase_subunit_C
eco:b4151 frdD fumarate_reductase_(anaerobic),_membrane_anchor_subunit;_K00247_fumarate_reductase_subunit_D
eco:b3370 frlA predicted_fructoselysine_transporter;_K03294_basic_amino_acid/polyamine_antiporter,_APA_family
eco:b3371 frlB fructoselysine-6-P-deglycase;_K10708_fructoselysine_6-phosphate_deglycase_[EC:3.5.-.-]
eco:b4474 frlC fructoselysine_3-epimerase;_K10709_protein_FrlC
eco:b3374 frlD fructoselysine_6-kinase_(EC:2.7.1.-);_K10710_fructoselysine_6-kinase_[EC:2.7.1.-]
eco:b3375 frlR predicted_DNA-binding_transcriptional_regulator;_K10711_GntR_family_transcriptional_regulator,_frlABCD_operon_transcriptional_regulator
eco:b0356 frmA alcohol_dehydrogenase_class_III/glutathione-dependent_formaldehyde_dehydrogenase_(EC:1.1.1.1_1.1.1.284);_K00121_S-(hydroxymethyl)glutathione_dehydrogenase_/_alcohol_dehydrogenase_[EC:1.1.1.284_1.1.1.1]
eco:b0355 frmB S-formylglutathione_hydrolase;_K01070_S-formylglutathione_hydrolase_[EC:3.1.2.12]
eco:b0357 frmR regulator_protein_that_represses_frmRAB_operon
eco:b0172 frr ribosome_recycling_factor;_K02838_ribosome_recycling_factor
eco:b0239 frsA fermentation-respiration_switch_protein;_PTS_Enzyme_IIA(Glc)-binding_protein;_pNP-butyrate_esterase_activity;_K11750_esterase_FrsA_[EC:3.1.-.-]
eco:b0239 frsA fermentation-respiration_switch_protein;_PTS_Enzyme_IIA(Glc)-binding_protein;_pNP-butyrate_esterase_activity;_K11750_esterase_FrsA_[EC:3.1.-.-]
eco:b2167 fruA fused_fructose-specific_PTS_enzymes:_IIBcomponent/IIC_components;_K02769_PTS_system,_fructose-specific_IIB_component_[EC:2.7.1.69]_K02770_PTS_system,_fructose-specific_IIC_component
eco:b2169 fruB fused_fructose-specific_PTS_enzymes:_IIA_component/HPr_component_(EC:2.7.1.69);_K02768_PTS_system,_fructose-specific_IIA_component_[EC:2.7.1.69]_K11183_phosphocarrier_protein_FPr
eco:b2169 fruB fused_fructose-specific_PTS_enzymes:_IIA_component/HPr_component_(EC:2.7.1.69);_K02768_PTS_system,_fructose-specific_IIA_component_[EC:2.7.1.69]_K11183_phosphocarrier_protein_FPr
eco:b2168 fruK fructose-1-phosphate_kinase_(EC:2.7.1.56);_K00882_1-phosphofructokinase_[EC:2.7.1.56]
eco:b3900 frvA predicted_enzyme_IIA_component_of_PTS_(EC:2.7.1.69);_K11201_PTS_system,_fructose-specific_IIA-like_component_[EC:2.7.1.69]
eco:b3899 frvB fused_predicted_PTS_enzymes:_IIB_component/IIC_component_(EC:2.7.1.69);_K11202_PTS_system,_fructose-specific_IIB-like_component_[EC:2.7.1.69]_K11203_PTS_system,_fructose-specific_IIC-like_component
eco:b3897 frvR putative_frv_operon_regulator;_contains_a_PTS_EIIA_domain
eco:b3898 frvX predicted_peptidase
eco:b3950 frwB predicted_enzyme_IIB_component_of_PTS_(EC:2.7.1.69);_K11202_PTS_system,_fructose-specific_IIB-like_component_[EC:2.7.1.69]
eco:b3949 frwC predicted_enzyme_IIC_component_of_PTS;_K11203_PTS_system,_fructose-specific_IIC-like_component
eco:b3953 frwD predicted_enzyme_IIB_component_of_PTS_(EC:2.7.1.69);_K11202_PTS_system,_fructose-specific_IIB-like_component_[EC:2.7.1.69]
eco:b2383 fryA fused_predicted_PTS_enzymes:_Hpr_component/enzyme_I_component/enzyme_IIA_component;_K08483_phosphotransferase_system,_enzyme_I,_PtsI_[EC:2.7.3.9]_K11189_phosphocarrier_protein_K11201_PTS_system,_fructose-specific_IIA-like_component_[EC:2.7.1.69]
eco:b2383 fryA fused_predicted_PTS_enzymes:_Hpr_component/enzyme_I_component/enzyme_IIA_component;_K08483_phosphotransferase_system,_enzyme_I,_PtsI_[EC:2.7.3.9]_K11189_phosphocarrier_protein_K11201_PTS_system,_fructose-specific_IIA-like_component_[EC:2.7.1.69]
eco:b2387 fryB predicted_enzyme_IIB_component_of_PTS;_K11202_PTS_system,_fructose-specific_IIB-like_component_[EC:2.7.1.69]
eco:b2386 fryC predicted_enzyme_IIC_component_of_PTS;_K11203_PTS_system,_fructose-specific_IIC-like_component
eco:b0825 fsaA fructose-6-phosphate_aldolase_1_(EC:4.1.2.-);_K08313_fructose-6-phosphate_aldolase_1_[EC:4.1.2.-]
eco:b3946 fsaB fructose-6-phosphate_aldolase_2_(EC:4.1.2.-);_K08314_fructose-6-phosphate_aldolase_2_[EC:4.1.2.-]
eco:b0479 fsr predicted_fosmidomycin_efflux_system;_K08223_MFS_transporter,_FSR_family,_fosmidomycin_resistance_protein
eco:b1905 ftnA ferritin_iron_storage_protein_(cytoplasmic);_K02217_ferritin_[EC:1.16.3.1]
eco:b1902 ftnB ferritin_B,_probable_ferrous_iron_reservoir;_K02255_ferritin-like_protein_2
eco:b0094 ftsA ATP-binding_cell_division_protein_involved_in_recruitment_of_FtsK_to_Z_ring;_K03590_cell_division_protein_FtsA
eco:b0094 ftsA ATP-binding_cell_division_protein_involved_in_recruitment_of_FtsK_to_Z_ring;_K03590_cell_division_protein_FtsA
eco:b0094 ftsA ATP-binding_cell_division_protein_involved_in_recruitment_of_FtsK_to_Z_ring;_K03590_cell_division_protein_FtsA
eco:b2748 ftsB cell_division_protein;_K05589_cell_division_protein_FtsB
eco:b3463 ftsE predicted_transporter_subunit:_ATP-binding_component_of_ABC_superfamily;_K09812_cell_division_transport_system_ATP-binding_protein
eco:b0084 ftsI transpeptidase_involved_in_septal_peptidoglycan_synthesis_(penicillin-binding_protein_3);_K03587_cell_division_protein_FtsI_(penicillin-binding_protein_3)_[EC:2.4.1.129]
eco:b0084 ftsI transpeptidase_involved_in_septal_peptidoglycan_synthesis_(penicillin-binding_protein_3);_K03587_cell_division_protein_FtsI_(penicillin-binding_protein_3)_[EC:2.4.1.129]
eco:b0084 ftsI transpeptidase_involved_in_septal_peptidoglycan_synthesis_(penicillin-binding_protein_3);_K03587_cell_division_protein_FtsI_(penicillin-binding_protein_3)_[EC:2.4.1.129]
eco:b0084 ftsI transpeptidase_involved_in_septal_peptidoglycan_synthesis_(penicillin-binding_protein_3);_K03587_cell_division_protein_FtsI_(penicillin-binding_protein_3)_[EC:2.4.1.129]
eco:b0083 ftsL membrane_bound_cell_division_protein_at_septum_containing_leucine_zipper_motif;_K03586_cell_division_protein_FtsL
eco:b3933 ftsN essential_cell_division_protein;_K03591_cell_division_protein_FtsN
eco:b3017 ftsP septal_ring_component_that_protects_the_divisome_from_stress;_multicopy_suppressor_of_ftsI(Ts);_K04753_suppressor_of_ftsI
eco:b0093 ftsQ divisome_assembly_protein,_membrane_anchored_protein_involved_in_growth_of_wall_at_septum;_K03589_cell_division_protein_FtsQ
eco:b0089 ftsW lipid_II_flippase;_integral_membrane_protein_involved_in_stabilizing_FstZ_ring_during_cell_division;_K03588_cell_division_protein_FtsW
eco:b0089 ftsW lipid_II_flippase;_integral_membrane_protein_involved_in_stabilizing_FstZ_ring_during_cell_division;_K03588_cell_division_protein_FtsW
eco:b0089 ftsW lipid_II_flippase;_integral_membrane_protein_involved_in_stabilizing_FstZ_ring_during_cell_division;_K03588_cell_division_protein_FtsW
eco:b0089 ftsW lipid_II_flippase;_integral_membrane_protein_involved_in_stabilizing_FstZ_ring_during_cell_division;_K03588_cell_division_protein_FtsW
eco:b3462 ftsX predicted_transporter_subunit:_membrane_component_of_ABC_superfamily;_K09811_cell_division_transport_system_permease_protein
eco:b3464 ftsY Signal_Recognition_Particle_(SRP)_receptor;_K03110_fused_signal_recognition_particle_receptor
eco:b0095 ftsZ GTP-binding_tubulin-like_cell_division_protein;_K03531_cell_division_protein_FtsZ
eco:b2800 fucA L-fuculose-1-phosphate_aldolase_(EC:4.1.2.17);_K01628_L-fuculose-phosphate_aldolase_[EC:4.1.2.17]
eco:b2800 fucA L-fuculose-1-phosphate_aldolase_(EC:4.1.2.17);_K01628_L-fuculose-phosphate_aldolase_[EC:4.1.2.17]
eco:b2802 fucI L-fucose_isomerase_(EC:5.3.1.25);_K01818_L-fucose_isomerase_[EC:5.3.1.25]
eco:b2803 fucK L-fuculokinase_(EC:2.7.1.51);_K00879_L-fuculokinase_[EC:2.7.1.51]
eco:b2801 fucP L-fucose_transporter;_K02429_MFS_transporter,_FHS_family,_L-fucose_permease
eco:b2805 fucR DNA-binding_transcriptional_activator;_K02430_DeoR_family_transcriptional_regulator,_L-fucose_operon_activator
eco:b4122 fumB anaerobic_class_I_fumarate_hydratase_(fumarase_B)_(EC:4.2.1.2);_K01676_fumarate_hydratase,_class_I_[EC:4.2.1.2]
eco:b1611 fumC fumarate_hydratase_(fumarase_C),aerobic_Class_II_(EC:4.2.1.2);_K01679_fumarate_hydratase,_class_II_[EC:4.2.1.2]
eco:b1611 fumC fumarate_hydratase_(fumarase_C),aerobic_Class_II_(EC:4.2.1.2);_K01679_fumarate_hydratase,_class_II_[EC:4.2.1.2]
eco:b3340 fusA protein_chain_elongation_factor_EF-G,_GTP-binding;_K02355_elongation_factor_G
eco:b4140 fxsA suppressor_of_F_exclusion_of_phage_T7;_K07113_UPF0716_protein_FxsA
eco:b2661 gabD succinate-semialdehyde_dehydrogenase_I,_NADP-dependent_(EC:1.2.1.16);_K00135_succinate-semialdehyde_dehydrogenase_/_glutarate-semialdehyde_dehydrogenase_[EC:1.2.1.16_1.2.1.79_1.2.1.20]
eco:b2663 gabP gamma-aminobutyrate_transporter;_K11735_GABA_permease
eco:b1493 gadB glutamate_decarboxylase_B,_PLP-dependent_(EC:4.1.1.15);_K01580_glutamate_decarboxylase_[EC:4.1.1.15]
eco:b1492 gadC glutamate:gamma-aminobutyric_acid_antiporter
eco:b3515 gadW transcriptional_activator_of_gadA_and_gadBC;_repressor_of_gadX
eco:b3515 gadW transcriptional_activator_of_gadA_and_gadBC;_repressor_of_gadX
eco:b3515 gadW transcriptional_activator_of_gadA_and_gadBC;_repressor_of_gadX
eco:b4452 gadY sRNA_antisense_regulator_of_gadAB_transcriptional_activator_GadX_mRNA,_Hfq-dependent
eco:b0759 galE UDP-galactose-4-epimerase_(EC:5.1.3.2);_K01784_UDP-glucose_4-epimerase_[EC:5.1.3.2]
eco:b0757 galK galactokinase_(EC:2.7.1.6);_K00849_galactokinase_[EC:2.7.1.6]
eco:b0756 galM galactose-1-epimerase_(mutarotase)_(EC:5.1.3.3);_K01785_aldose_1-epimerase_[EC:5.1.3.3]
eco:b2943 galP D-galactose_transporter;_K08137_MFS_transporter,_SP_family,_galactose:H+_symporter
eco:b2837 galR DNA-binding_transcriptional_repressor;_K02529_LacI_family_transcriptional_regulator
eco:b2151 galS DNA-binding_transcriptional_repressor;_K02529_LacI_family_transcriptional_regulator
eco:b0758 galT galactose-1-phosphate_uridylyltransferase_(EC:2.7.7.10);_K00965_UDPglucose--hexose-1-phosphate_uridylyltransferase_[EC:2.7.7.12]
eco:b0758 galT galactose-1-phosphate_uridylyltransferase_(EC:2.7.7.10);_K00965_UDPglucose--hexose-1-phosphate_uridylyltransferase_[EC:2.7.7.12]
eco:b1236 galU glucose-1-phosphate_uridylyltransferase_(EC:2.7.7.9);_K00963_UTP--glucose-1-phosphate_uridylyltransferase_[EC:2.7.7.9]
eco:b1779 gapA glyceraldehyde-3-phosphate_dehydrogenase_A_(EC:1.2.1.12);_K00134_glyceraldehyde_3-phosphate_dehydrogenase_[EC:1.2.1.12]
eco:b4493 gapC pseudogene
eco:b3128 garD (D)-galactarate_dehydrogenase_(EC:4.2.1.42);_K01708_galactarate_dehydratase_[EC:4.2.1.42]
eco:b3124 garK glycerate_kinase_I_(EC:2.7.1.165);_K00865_glycerate_kinase_[EC:2.7.1.31]
eco:b3126 garL alpha-dehydro-beta-deoxy-D-glucarate_aldolase_(EC:4.1.2.20);_K01630_2-dehydro-3-deoxyglucarate_aldolase_[EC:4.1.2.20]
eco:b3127 garP predicted_(D)-galactarate_transporter;_K12299_MFS_transporter,_ACS_family,_probable_galactarate_transporter
eco:b3125 garR tartronate_semialdehyde_reductase_(EC:1.1.1.60);_K00042_2-hydroxy-3-oxopropionate_reductase_[EC:1.1.1.60]
eco:b2094 gatA galactitol-specific_enzyme_IIA_component_of_PTS_(EC:2.7.1.69);_K02773_PTS_system,_galactitol-specific_IIA_component_[EC:2.7.1.69]
eco:b2093 gatB galactitol-specific_enzyme_IIB_component_of_PTS_(EC:2.7.1.69);_K02774_PTS_system,_galactitol-specific_IIB_component_[EC:2.7.1.69]
eco:b2092 gatC pseudogene
eco:b2091 gatD galactitol-1-phosphate_dehydrogenase,_Zn-dependent_and_NAD(P)-binding_(EC:1.1.1.251);_K00094_galactitol-1-phosphate_5-dehydrogenase_[EC:1.1.1.251]
eco:b4498 gatR pseudogene
eco:b2096 gatY D-tagatose_1,6-bisphosphate_aldolase_2,_catalytic_subunit_(EC:4.1.2.40);_K08302_tagatose_1,6-diphosphate_aldolase_GatY/KbaY_[EC:4.1.2.40]
eco:b2096 gatY D-tagatose_1,6-bisphosphate_aldolase_2,_catalytic_subunit_(EC:4.1.2.40);_K08302_tagatose_1,6-diphosphate_aldolase_GatY/KbaY_[EC:4.1.2.40]
eco:b2095 gatZ D-tagatose_1,6-bisphosphate_aldolase_2,_subunit_(EC:4.1.2.40);_K16371_D-tagatose-1,6-bisphosphate_aldolase_subunit_GatZ/KbaZ
eco:b2095 gatZ D-tagatose_1,6-bisphosphate_aldolase_2,_subunit_(EC:4.1.2.40);_K16371_D-tagatose-1,6-bisphosphate_aldolase_subunit_GatZ/KbaZ
eco:b2095 gatZ D-tagatose_1,6-bisphosphate_aldolase_2,_subunit_(EC:4.1.2.40);_K16371_D-tagatose-1,6-bisphosphate_aldolase_subunit_GatZ/KbaZ
eco:b0124 gcd glucose_dehydrogenase_(EC:1.1.5.2);_K00117_quinoprotein_glucose_dehydrogenase_[EC:1.1.5.2]
eco:b4443 gcvB sRNA_antisense_regulator_represses_oppA,_dppA,_gltI_and_livJ_expression,_Hfq-dependent
eco:b4443 gcvB sRNA_antisense_regulator_represses_oppA,_dppA,_gltI_and_livJ_expression,_Hfq-dependent
eco:b4443 gcvB sRNA_antisense_regulator_represses_oppA,_dppA,_gltI_and_livJ_expression,_Hfq-dependent
eco:b2904 gcvH glycine_cleavage_complex_lipoylprotein;_K02437_glycine_cleavage_system_H_protein
eco:b2903 gcvP glycine_decarboxylase,_PLP-dependent,_subunit_(protein_P)_of_glycine_cleavage_complex_(EC:1.4.4.2);_K00281_glycine_dehydrogenase_[EC:1.4.4.2]
eco:b2479 gcvR DNA-binding_transcriptional_repressor,_regulatory_protein_accessory_to_GcvA;_K03567_glycine_cleavage_system_transcriptional_repressor
eco:b2479 gcvR DNA-binding_transcriptional_repressor,_regulatory_protein_accessory_to_GcvA;_K03567_glycine_cleavage_system_transcriptional_repressor
eco:b2905 gcvT aminomethyltransferase,_tetrahydrofolate-dependent,_subunit_(T_protein)_of_glycine_cleavage_complex_(EC:2.1.2.10);_K00605_aminomethyltransferase_[EC:2.1.2.10]
eco:b1761 gdhA glutamate_dehydrogenase,_NADP-specific_(EC:1.4.1.4);_K00262_glutamate_dehydrogenase_(NADP+)_[EC:1.4.1.4]
eco:b0987 gfcA predicted_protein
eco:b0986 gfcB predicted_outer_membrane_lipoprotein
eco:b0985 gfcC conserved_protein
eco:b0984 gfcD conserved_protein
eco:b0983 gfcE lipoprotein_required_for_formation_of_the_O-antigen_capsule,_predicted_exopolysaccharide_export_protein;_K01991_polysaccharide_export_outer_membrane_protein
eco:b1033 ghrA glyoxylate/hydroxypyruvate_reductase_A_(EC:1.1.1.79);_K12972_gyoxylate/hydroxypyruvate_reductase_A_[EC:1.1.1.79_1.1.1.81]
eco:b3553 ghrB glyoxylate/hydroxypyruvate_reductase_B_(EC:1.1.1.215_1.1.1.79);_K00090_gluconate_2-dehydrogenase_[EC:1.1.1.215]
eco:b2976 glcB malate_synthase_G_(EC:2.3.3.9);_K01638_malate_synthase_[EC:2.3.3.9]
eco:b2980 glcC DNA-binding_transcriptional_dual_regulator,_glycolate-binding;_K11474_GntR_family_transcriptional_regulator,_glc_operon_transcriptional_activator
eco:b2979 glcD glycolate_oxidase_subunit,_FAD-linked;_K00104_glycolate_oxidase_[EC:1.1.3.15]
eco:b4468 glcE glycolate_oxidase_FAD_binding_subunit;_K11472_glycolate_oxidase_FAD_binding_subunit
eco:b4467 glcF glycolate_oxidase_4Fe-4S_iron-sulfur_cluster_subunit;_K11473_glycolate_oxidase_iron-sulfur_subunit
eco:b2977 glcG conserved_protein;_K11477_glc_operon_protein_GlcG
eco:b3945 gldA glycerol_dehydrogenase,_NAD_(EC:1.1.1.6);_K00005_glycerol_dehydrogenase_[EC:1.1.1.6]
eco:b2036 glf UDP-galactopyranose_mutase,_FAD/NAD(P)-binding_(EC:5.4.99.9);_K01854_UDP-galactopyranose_mutase_[EC:5.4.99.9]
eco:b3429 glgA glycogen_synthase_(EC:2.4.1.21);_K00703_starch_synthase_[EC:2.4.1.21]
eco:b3432 glgB 1,4-alpha-glucan_branching_enzyme_(EC:2.4.1.18);_K00700_1,4-alpha-glucan_branching_enzyme_[EC:2.4.1.18]
eco:b3430 glgC glucose-1-phosphate_adenylyltransferase_(EC:2.7.7.27);_K00975_glucose-1-phosphate_adenylyltransferase_[EC:2.7.7.27]
eco:b3428 glgP glycogen_phosphorylase_(EC:2.4.1.1);_K00688_starch_phosphorylase_[EC:2.4.1.1]
eco:b3049 glgS motility_and_biofilm_regulator
eco:b3431 glgX glycogen_debranching_enzyme_(EC:3.2.1.-);_K02438_glycogen_operon_protein_[EC:3.2.1.-]
eco:b2388 glk glucokinase_(EC:2.7.1.2);_K00845_glucokinase_[EC:2.7.1.2]
eco:b3176 glmM phosphoglucosamine_mutase_(EC:5.4.2.10);_K03431_phosphoglucosamine_mutase_[EC:5.4.2.10]
eco:b3730 glmU fused_N-acetyl_glucosamine-1-phosphate_uridyltransferase/glucosamine-1-phosphate_acetyl_transferase_(EC:2.7.7.23);_K04042_bifunctional_UDP-N-acetylglucosamine_pyrophosphorylase_/_Glucosamine-1-phosphate_N-acetyltransferase_[EC:2.7.7.23_2.3.1.157]
eco:b4441 glmY sRNA_activator_of_glmS_mRNA,_glmZ_processing_antagonist;_K15841_small_regulatory_RNA_GlmY
eco:b4441 glmY sRNA_activator_of_glmS_mRNA,_glmZ_processing_antagonist;_K15841_small_regulatory_RNA_GlmY
eco:b3870 glnA glutamine_synthetase_(EC:6.3.1.2);_K01915_glutamine_synthetase_[EC:6.3.1.2]
eco:b2553 glnB regulatory_protein_P-II_for_glutamine_synthetase;_K04751_nitrogen_regulatory_protein_P-II_1
eco:b0167 glnD uridylyltransferase_(EC:2.7.7.59);_K00990_[protein-PII]_uridylyltransferase_[EC:2.7.7.59]
eco:b3053 glnE fused_deadenylyltransferase/adenylyltransferase_for_glutamine_synthetase_(EC:2.7.7.42);_K00982_glutamate-ammonia-ligase_adenylyltransferase_[EC:2.7.7.42]
eco:b3868 glnG fused_DNA-binding_response_regulator_in_two-component_regulatory_system_with_GlnL:_response_regulator/sigma54_interaction_protein;_K07712_two-component_system,_NtrC_family,_nitrogen_regulation_response_regulator_GlnG
eco:b0811 glnH glutamine_transporter_subunit;_K10036_glutamine_transport_system_substrate-binding_protein
eco:b0450 glnK nitrogen_assimilation_regulatory_protein_for_GlnL,_GlnE,_and_AmtB;_K04752_nitrogen_regulatory_protein_P-II_2
eco:b0450 glnK nitrogen_assimilation_regulatory_protein_for_GlnL,_GlnE,_and_AmtB;_K04752_nitrogen_regulatory_protein_P-II_2
eco:b0450 glnK nitrogen_assimilation_regulatory_protein_for_GlnL,_GlnE,_and_AmtB;_K04752_nitrogen_regulatory_protein_P-II_2
eco:b0450 glnK nitrogen_assimilation_regulatory_protein_for_GlnL,_GlnE,_and_AmtB;_K04752_nitrogen_regulatory_protein_P-II_2
eco:b0810 glnP glutamine_transporter_subunit;_K10037_glutamine_transport_system_permease_protein
eco:b0809 glnQ glutamine_transporter_subunit;_K10038_glutamine_transport_system_ATP-binding_protein_[EC:3.6.3.-]
eco:b0680 glnS glutamyl-tRNA_synthetase_(EC:6.1.1.18);_K01886_glutaminyl-tRNA_synthetase_[EC:6.1.1.18]
eco:b0670 glnU tRNA-Gln;_K14223_tRNA_Gln
eco:b0665 glnV tRNA-Gln;_K14223_tRNA_Gln
eco:b0668 glnW tRNA-Gln;_K14223_tRNA_Gln
eco:b0664 glnX tRNA-Gln;_K14223_tRNA_Gln
eco:b0212 gloB hydroxyacylglutathione_hydrolase;_K01069_hydroxyacylglutathione_hydrolase_[EC:3.1.2.6]
eco:b2241 glpA sn-glycerol-3-phosphate_dehydrogenase_(anaerobic),_large_subunit,_FAD/NAD(P)-binding_(EC:1.1.5.3);_K00111_glycerol-3-phosphate_dehydrogenase_[EC:1.1.5.3]
eco:b2242 glpB sn-glycerol-3-phosphate_dehydrogenase_(anaerobic),_membrane_anchor_subunit_(EC:1.1.5.3);_K00112_glycerol-3-phosphate_dehydrogenase_subunit_B_[EC:1.1.5.3]
eco:b2243 glpC anaerobic_sn-glycerol-3-phosphate_dehydrogenase,_C_subunit,_4Fe-4S_iron-sulfur_cluster;_K00113_glycerol-3-phosphate_dehydrogenase_subunit_C_[EC:1.1.5.3]
eco:b3426 glpD sn-glycerol-3-phosphate_dehydrogenase,_aerobic,_FAD/NAD(P)-binding_(EC:1.1.5.3);_K00111_glycerol-3-phosphate_dehydrogenase_[EC:1.1.5.3]
eco:b3425 glpE thiosulfate:cyanide_sulfurtransferase_(rhodanese)_(EC:2.8.1.1);_K02439_thiosulfate_sulfurtransferase_[EC:2.8.1.1]
eco:b3927 glpF glycerol_facilitator;_K02440_glycerol_uptake_facilitator_protein
eco:b3424 glpG rhomboid_intramembrane_serine_protease;_K02441_GlpG_protein
eco:b3926 glpK glycerol_kinase_(EC:2.7.1.30);_K00864_glycerol_kinase_[EC:2.7.1.30]
eco:b2239 glpQ periplasmic_glycerophosphodiester_phosphodiesterase_(EC:3.1.4.46);_K01126_glycerophosphoryl_diester_phosphodiesterase_[EC:3.1.4.46]
eco:b3423 glpR pseudogene
eco:b2240 glpT sn-glycerol-3-phosphate_transporter;_K02445_MFS_transporter,_OPA_family,_glycerol-3-phosphate_transporter
eco:b3925 glpX fructose_1,6-bisphosphatase_II_(EC:3.1.3.11);_K02446_fructose-1,6-bisphosphatase_II_[EC:3.1.3.11]
eco:b2554 glrR response_regulator_regulating_glmY_sRNA_in_two-component_system_with_sensor_protein_GlrK;_K07715_two-component_system,_NtrC_family,_response_regulator_GlrR
eco:b2554 glrR response_regulator_regulating_glmY_sRNA_in_two-component_system_with_sensor_protein_GlrK;_K07715_two-component_system,_NtrC_family,_response_regulator_GlrR
eco:b2554 glrR response_regulator_regulating_glmY_sRNA_in_two-component_system_with_sensor_protein_GlrK;_K07715_two-component_system,_NtrC_family,_response_regulator_GlrR
eco:b0720 gltA citrate_synthase_(EC:2.3.3.1);_K01647_citrate_synthase_[EC:2.3.3.1]
eco:b3212 gltB glutamate_synthase,_large_subunit_(EC:1.4.1.13);_K00265_glutamate_synthase_(NADPH/NADH)_large_chain_[EC:1.4.1.13_1.4.1.14]
eco:b3213 gltD glutamate_synthase,_4Fe-4S_protein,_small_subunit_(EC:1.4.1.13);_K00266_glutamate_synthase_(NADPH/NADH)_small_chain_[EC:1.4.1.13_1.4.1.14]
eco:b3214 gltF periplasmic_protein
eco:b0655 gltI glutamate,_aspartate_binding_protein,_periplasmic;_part_of_GltJKLI_ABC_transporter;_K10001_glutamate/aspartate_transport_system_substrate-binding_protein
eco:b0654 gltJ glutamate,_aspartate_ABC_transporter_permease_subunit;_K10003_glutamate/aspartate_transport_system_permease_protein
eco:b0653 gltK glutamate,_aspartate_ABC_transporter_permease_subunit;_K10002_glutamate/aspartate_transport_system_permease_protein
eco:b0652 gltL glutamate,_aspartate_ABC_transporter_ATP-binding_subunit;_K10004_glutamate/aspartate_transport_system_ATP-binding_protein_[EC:3.6.3.-]
eco:b4077 gltP glutamate/aspartate:proton_symporter;_K11102_proton_glutamate_symport_protein
eco:b3653 gltS glutamate_transporter;_K03312_glutamate:Na+_symporter,_ESS_family
eco:b3969 gltT tRNA-Glu;_K14224_tRNA_Glu
eco:b3757 gltU tRNA-Glu;_K14224_tRNA_Glu
eco:b4008 gltV tRNA-Glu;_K14224_tRNA_Glu
eco:b2590 gltW tRNA-Glu;_K14224_tRNA_Glu
eco:b2400 gltX glutamyl-tRNA_synthetase_(EC:6.1.1.17);_K01885_glutamyl-tRNA_synthetase_[EC:6.1.1.17]
eco:b3683 glvC pseudogene
eco:b4556 glvG pseudogene
eco:b0514 glxK glycerate_kinase_II_(EC:2.7.1.31);_K00865_glycerate_kinase_[EC:2.7.1.31]
eco:b0509 glxR tartronate_semialdehyde_reductase,_NADH-dependent_(EC:1.1.1.60);_K00042_2-hydroxy-3-oxopropionate_reductase_[EC:1.1.1.60]
eco:b2551 glyA serine_hydroxymethyltransferase_(EC:2.1.2.1);_K00600_glycine_hydroxymethyltransferase_[EC:2.1.2.1]
eco:b3560 glyQ glycine_tRNA_synthetase,_alpha_subunit_(EC:6.1.1.14);_K01878_glycyl-tRNA_synthetase_alpha_chain_[EC:6.1.1.14]
eco:b3559 glyS glycine_tRNA_synthetase,_beta_subunit_(EC:6.1.1.14);_K01879_glycyl-tRNA_synthetase_beta_chain_[EC:6.1.1.14]
eco:b3978 glyT tRNA-Gly;_K14225_tRNA_Gly
eco:b2864 glyU tRNA-Gly;_K14225_tRNA_Gly
eco:b4163 glyV tRNA-Gly;_K14225_tRNA_Gly
